city,country,id,lat,long,temp,max_temp,humidity,cloud_coverage,wind_speed
Krasnosel'kup,RU,1502073,65.7,82.47,54.75,54.75,65,91,14.94
Fereydūnkenār,IR,134602,36.69,52.52,77.0,77.0,83,20,2.24
Laas,IT,3175096,46.62,10.7,59.77,62.01,100,5,1.16
Bambous Virieux,MU,1106677,-20.34,57.76,65.61,66.99,93,75,4.7
Serowe,BW,933088,-22.38,26.72,41.83,41.83,90,0,5.91
Wiang Sa,TH,1149878,8.64,99.37,86.56,90.0,91,99,4.07
Stokmarknes,NO,3136690,68.56,14.91,55.15,57.0,95,1,1.01
Kalmunai,LK,1242110,7.42,81.82,77.61,77.61,84,100,12.77
Korhogo,CI,2286304,9.45,-5.63,69.64,69.64,96,100,4.03
Kiryat Gat,IL,293842,31.61,34.76,75.34,78.01,79,0,3.36
Derzhavīnsk,KZ,1524606,51.1,66.32,60.13,60.13,72,96,14.88
Arrondissement de Gap,FR,3016701,44.67,6.0,64.99,64.99,80,0,3.67
Bulandshahr,IN,1275120,28.4,77.85,87.8,87.8,84,40,4.7
Adrar,MR,2381972,20.5,-10.07,91.87,91.87,35,0,17.54
Vágur,FO,2610806,61.47,-6.81,49.48,49.48,86,72,16.96
Kaitangata,NZ,2208248,-46.28,169.85,48.99,48.99,68,100,5.01
Río Cuarto,AR,3838874,-33.13,-64.35,41.0,41.0,52,90,5.82
Flin Flon,CA,5954718,54.77,-101.86,70.23,70.23,54,26,6.73
Wajir,KE,178443,1.75,40.06,72.79,72.79,78,89,15.75
Hokitika,NZ,2206894,-42.72,170.97,54.91,54.91,63,100,5.17
Luleå,SE,604490,65.58,22.15,57.2,57.2,93,100,6.98
Monticello,US,5038045,45.31,-93.79,73.06,75.0,56,1,7.05
Colwyn Bay,GB,2652513,53.29,-3.73,55.33,57.99,93,45,11.99
Kuching,MY,1735634,1.55,110.33,78.42,78.8,94,40,2.24
Kloulklubed,PW,7671223,7.04,134.26,86.0,86.0,70,75,8.05
Katherine,AU,2068655,-14.47,132.27,77.0,77.0,16,11,14.99
Honningsvåg,NO,779554,70.98,25.97,59.34,59.34,69,0,12.1
Chingirlau,KZ,610091,51.09,54.08,60.57,60.57,81,0,7.16
Moose Factory,CA,6078372,51.26,-80.61,68.0,68.0,88,1,4.7
Grindavik,IS,3416888,63.84,-22.43,48.2,48.2,81,75,8.05
Dera Bugti,PK,1180295,29.03,69.15,88.81,88.81,54,2,4.97
Linqiong,CN,1803365,30.42,103.46,91.4,91.4,55,9,4.47
Namatanai,PG,2090021,-3.67,152.43,85.46,85.46,66,11,6.76
Harper,LR,2276492,4.38,-7.72,74.82,74.82,83,100,9.95
Oga,IT,3175788,46.46,10.35,54.14,62.01,100,1,3.36
Beyneu,KZ,610298,45.32,55.2,69.75,69.75,34,0,7.81
Assiniboia,CA,5887798,49.63,-105.98,73.44,73.44,39,0,4.76
Jambi City,ID,1642858,-1.6,103.62,81.16,81.16,71,94,5.77
Charlestown,AU,2171766,-32.95,151.67,56.32,57.0,98,100,1.99
Nelson Bay,AU,2155562,-32.72,152.15,55.74,55.99,100,90,20.8
Zelenoborskiy,RU,463838,66.84,32.36,57.25,57.25,74,0,3.02
Buraidah,SA,107304,26.33,43.98,91.4,91.4,41,20,2.24
Port Blair,IN,1259385,11.67,92.75,82.9,82.9,79,100,10.2
Sibolga,ID,1213855,1.74,98.78,78.94,78.94,79,100,1.41
Misratah,LY,2214846,32.38,15.09,75.61,75.61,71,0,1.86
Wanning,CN,1791779,18.8,110.4,88.61,88.61,68,1,12.08
Prieska,ZA,964090,-29.66,22.75,45.03,45.03,52,0,1.48
San Cristobal,VE,3628473,7.77,-72.22,66.15,66.15,87,38,1.12
Lamar,US,4705086,33.67,-95.58,79.92,80.6,74,1,6.93
Souillac,MU,933995,-20.52,57.52,64.4,64.4,93,75,4.7
Myatlevo,RU,523928,54.9,35.68,62.6,62.6,77,40,4.47
Abu Dhabi,AE,292968,24.47,54.37,98.6,98.6,35,85,9.17
Sunland Park,US,5493403,31.8,-106.58,88.02,91.4,27,20,9.17
Palu,ID,1633034,-0.89,119.87,88.25,88.25,51,69,0.38
Haapiti,PF,4034438,-17.57,-149.87,82.4,82.4,69,20,13.87
Peterhead,GB,2640351,57.51,-1.8,51.93,53.01,93,90,12.75
Deputatsky,RU,2028164,69.3,139.9,47.07,47.07,68,100,5.79
Mitú,CO,3674676,1.2,-70.17,71.37,71.37,96,53,0.31
Araouane,ML,2460954,18.9,-3.53,89.24,89.24,49,100,13.38
Olonets,RU,515403,60.98,32.97,56.77,56.77,94,0,4.27
Nouadhibou,MR,2377457,20.93,-17.03,73.4,73.4,88,0,5.82
Haljala,EE,592200,59.43,26.26,60.73,60.73,84,100,2.64
Toumodi,CI,2280316,6.56,-5.02,73.18,73.4,94,91,4.7
Bima,ID,1648759,-8.47,118.72,82.29,82.29,56,22,7.74
Province of Mantua,IT,3174050,45.17,10.78,70.47,72.0,84,0,3.22
Ugoofaaru,MV,1337619,5.67,73.0,81.5,81.5,78,49,11.01
Mavrovi Anovi,MK,790295,41.7,20.76,53.94,53.94,85,0,2.28
Guerrero Negro,MX,4021858,27.98,-114.06,69.19,69.19,81,0,20.96
Tilichiki,RU,2120591,60.47,166.1,66.43,66.43,54,0,11.12
Tocopilla,CL,3869716,-22.09,-70.2,58.33,58.33,59,8,1.48
Ségou,ML,2451478,13.43,-6.22,79.16,79.16,79,100,4.54
Den Helder,NL,2757220,52.96,4.76,62.83,63.0,72,90,17.22
Buluang,PH,1722803,13.31,123.34,84.11,84.11,76,100,2.15
Wagar,SD,364027,16.15,36.2,76.57,76.57,72,99,8.79
Impfondo,CG,2259655,1.64,18.07,69.96,69.96,92,40,1.72
Muravlenko,RU,1540711,63.79,74.52,48.67,48.67,84,100,10.45
Neuquén,AR,3843123,-38.95,-68.06,39.2,39.2,69,0,2.24
Esil,KZ,1524296,51.96,66.4,58.68,58.68,74,18,13.33
Tawao,MY,1734199,4.25,117.89,83.55,86.0,74,20,6.93
Srostki,RU,1491088,52.42,85.7,66.69,66.69,70,23,4.5
Maceió,BR,3395981,-9.67,-35.74,71.6,71.6,94,75,3.36
Dingcheng,CN,1807553,32.13,115.04,81.07,81.07,81,39,5.21
Batangafo,CF,2389691,7.3,18.28,68.76,68.76,96,89,2.71
Mogadishu,SO,53654,2.04,45.34,77.83,77.83,85,89,21.45
Neiafu,TO,4032420,-18.65,-173.98,77.0,77.0,83,40,9.17
Kalat,PK,1175296,29.02,66.59,71.76,71.76,47,74,2.21
Vilyuysk,RU,2013392,63.76,121.62,60.46,60.46,53,100,8.7
Seoul,KR,1835848,37.57,126.98,77.56,78.8,78,90,4.76
Harrismith,ZA,997751,-28.27,29.13,35.13,35.13,88,0,6.4
Cascais,PT,2269594,38.7,-9.42,69.21,70.0,95,38,15.88
Umm Kaddadah,SD,364933,13.6,26.69,84.65,84.65,53,100,11.07
Mahrīz,IR,124274,31.59,54.43,78.8,78.8,19,20,2.24
Vizinga,RU,473263,61.07,50.1,63.5,63.5,78,96,4.14
Fredericton,CA,5957776,45.95,-66.67,75.06,75.2,88,75,6.93
Burdur,TR,320392,37.72,30.29,71.6,71.6,49,0,14.99
Pitalito,CO,3672110,1.85,-76.05,61.21,61.21,84,6,2.95
Yaan,NG,2338660,7.38,8.57,71.4,71.4,98,100,4.99
Hambantota,LK,1244926,6.12,81.12,77.0,77.0,100,90,2.24
La Grande,US,5735537,45.32,-118.09,89.94,91.4,19,1,6.93
Kieta,PG,2094027,-6.22,155.63,85.26,85.26,63,44,3.13
Sola,VU,2134814,-13.88,167.55,80.51,80.51,83,73,22.68
Liuhe,CN,2036033,42.24,125.72,78.57,78.57,67,78,0.87
Hefei,CN,1808722,31.86,117.28,76.08,77.0,100,75,6.71
Troitskoye,RU,1489209,52.98,84.68,66.38,66.38,65,81,5.06
Verkhnevilyuysk,RU,2013639,63.45,120.32,59.63,59.63,54,100,7.78
Chernyshevskiy,RU,2025456,63.01,112.47,56.08,56.08,58,100,10.0
Tailai,CN,2034599,46.38,123.4,80.01,80.01,52,100,5.01
Nouakchott,MR,2377450,18.09,-15.98,80.6,80.6,83,88,8.05
Tornio,FI,634093,65.85,24.15,59.0,59.0,87,63,2.24
Alekseyevsk,RU,2022083,57.84,108.35,71.15,71.15,65,100,2.8
Kysyl-Syr,RU,2021017,63.9,122.76,60.57,60.57,52,100,8.1
Kungur,RU,539147,57.44,56.96,59.11,59.11,84,8,3.49
North Bend,US,5742974,43.41,-124.22,62.28,68.0,87,20,13.87
Whitehorse,CA,6180550,60.72,-135.05,51.39,51.8,87,90,2.24
Khor,RU,2022317,47.89,134.95,78.28,78.28,76,12,3.96
Cabadiangan,PH,1722028,9.75,122.47,79.21,79.21,82,100,1.54
Porto Santo,PT,8010683,33.07,-16.34,69.8,69.8,73,40,8.05
Gamba,GA,2400547,-2.65,10.0,71.31,71.31,83,32,5.23
Katobu,ID,1640972,-4.94,122.53,83.35,83.35,62,98,7.43
Byron Bay,AU,2172880,-28.65,153.62,66.06,66.99,45,6,10.29
Itacaré,BR,3460940,-14.28,-39.0,72.28,72.28,87,0,8.12
Sulphur,US,4342816,30.24,-93.38,76.87,80.01,94,90,3.0
Serenje,ZM,898912,-13.23,30.24,51.44,51.44,80,4,10.96
Half Moon Bay,US,5354943,37.46,-122.43,62.67,69.01,93,90,4.7
Belmonte,BR,3470137,-15.86,-38.88,69.8,69.8,83,40,4.7
Vanimo,PG,2084442,-2.67,141.3,86.43,86.43,59,45,5.23
Zholymbet,KZ,1516527,51.74,71.71,63.03,63.03,67,27,12.06
Kalabo,ZM,915471,-14.97,22.68,48.56,48.56,51,0,5.93
Yar-Sale,RU,1486321,66.83,70.83,53.6,53.6,62,88,14.61
Broken Hill,AU,2173911,-31.95,141.43,51.8,51.8,62,0,17.22
Ashtian,IR,113636,34.52,50.0,68.54,68.54,27,0,4.88
Miyako,JP,2111884,39.64,141.95,66.72,66.72,93,100,4.16
Minot,US,5690532,48.23,-101.3,73.8,77.0,56,1,5.82
Chany,RU,1508458,55.31,76.76,61.03,61.03,73,0,3.98
Novikovo,RU,487928,51.15,37.89,61.0,61.0,72,86,7.87
Dunedin,NZ,2191562,-45.87,170.5,53.2,55.0,55,100,1.01
Balikpapan,ID,1650527,-1.27,116.83,80.6,80.6,94,40,6.93
Miguelópolis,BR,3457192,-20.18,-48.03,70.34,70.34,56,9,8.01
Praia,CV,3374333,14.92,-23.51,78.8,78.8,74,75,5.82
Assiut,EG,359783,27.18,31.18,75.2,75.2,41,33,9.17
Faanui,PF,4034551,-16.48,-151.75,79.07,79.07,80,81,14.16
Aykhal,RU,2027296,66.0,111.5,46.4,46.4,75,90,4.47
Tazovsky,RU,1489853,67.47,78.7,50.86,50.86,66,93,12.33
Baghmara,IN,1274553,23.8,86.21,87.67,87.67,62,100,3.62
Mulanje,MW,925789,-16.03,35.5,57.97,57.97,89,16,6.02
Yambio,SS,363656,4.57,28.4,66.06,66.06,97,86,3.04
Baiyin,CN,1817240,36.56,104.21,75.2,75.2,38,13,8.95
Coyhaique,CL,3894426,-45.58,-72.07,32.0,32.0,84,75,2.24
Gōtsuchō,JP,1863521,35.0,132.22,82.4,82.4,78,75,8.05
Mwinilunga,ZM,902620,-11.74,24.43,48.74,48.74,60,0,5.73
Kuchinda,IN,1266433,21.73,84.35,80.6,80.6,88,75,2.33
Aban,RU,1512218,56.67,96.06,64.09,64.09,76,6,4.23
Wajima,JP,1848976,37.4,136.9,75.2,75.2,94,75,16.11
San Andrés,CO,3670218,12.58,-81.7,84.2,84.2,79,75,9.17
Gimli,CA,5961417,50.63,-96.99,70.29,71.01,99,15,13.11
Tulsīpur,NP,1282635,28.13,82.3,73.0,73.0,95,46,1.01
Fergus Falls,US,5026416,46.28,-96.08,70.34,71.6,73,75,4.7
Port Macquarie,AU,2152659,-31.43,152.92,69.01,69.01,57,80,3.0
Giohar,SO,56335,2.78,45.5,76.06,76.06,82,99,15.43
Mongua,CO,3674580,5.75,-72.8,46.76,46.76,97,67,2.46
Puerto Madryn,AR,3840092,-42.77,-65.04,41.43,41.43,67,0,15.79
Mumford,GH,2297810,5.26,-0.76,74.44,74.44,88,100,13.65
Baruun-Urt,MN,2032614,46.68,113.28,69.69,69.69,64,0,11.23
Taoudenni,ML,2450173,22.68,-3.98,92.62,92.62,22,0,18.03
Launceston,AU,2160517,-41.45,147.17,53.4,54.0,76,29,18.34
Shellbrook,CA,6145951,53.22,-106.4,75.2,75.2,64,5,5.82
Hong Kong,HK,1819729,22.29,114.16,89.31,91.0,62,100,10.0
Saint-Louis,SN,2246451,16.33,-15.0,86.97,86.97,57,100,13.76
Nizwá,OM,286987,22.93,57.53,81.16,81.16,64,1,3.44
Sarāhan,IN,1257277,31.52,77.8,66.0,66.0,69,35,1.7
Portland,US,5746545,45.52,-122.68,90.84,93.99,36,75,6.93
Entebbe,UG,233508,0.06,32.45,68.0,68.0,94,75,4.7
Steubenville,US,5173048,40.37,-80.63,70.81,71.6,83,20,6.26
Inuvik,CA,5983607,68.35,-133.72,66.2,66.2,52,75,16.11
Akdepe,TM,601551,42.06,59.38,78.84,80.6,47,72,4.7
Beipiao,CN,2038342,41.79,120.78,78.44,78.44,60,89,11.95
Dukat,RU,2125906,62.55,155.55,75.07,75.07,37,6,15.32
Havøysund,NO,779622,71.0,24.66,66.2,66.2,59,0,18.34
Olot,ES,3115093,42.18,2.49,70.39,72.0,98,20,3.0
Necochea,AR,3430443,-38.55,-58.74,42.01,42.01,91,63,8.01
Valdivia,CL,3868707,-39.81,-73.25,39.2,39.2,100,20,1.57
Dzaoudzi,YT,921900,-12.79,45.27,71.6,71.6,83,90,17.22
Aden,YE,415189,12.78,45.04,83.77,83.77,75,100,23.87
Mezhdurechensk,RU,1498920,53.69,88.06,64.6,64.6,78,30,2.3
Andilamena,MG,1076194,-17.02,48.58,58.39,58.39,96,99,3.47
Mongo,TD,2427637,12.18,18.69,76.28,76.28,75,100,5.91
La Ronge,CA,6050066,55.1,-105.28,78.8,78.8,36,5,8.05
Gorontalo,ID,1643837,0.54,123.06,84.74,84.74,66,93,6.58
Soto la Marina,MX,3516522,23.77,-98.22,79.0,79.0,89,100,2.53
Coquimbo,CL,3893629,-29.95,-71.34,51.8,51.8,87,0,1.12
Steinbach am Taunus,DE,2828737,50.17,8.57,67.39,72.0,82,64,1.12
Kushmurun,KZ,1519924,52.45,64.63,59.56,59.56,76,0,11.92
Asău,RO,686090,46.43,26.4,59.0,59.0,88,52,4.7
Leningradskiy,RU,2123814,69.38,178.42,38.26,38.26,76,21,12.21
Mandalgovi,MN,2030065,45.76,106.27,68.32,68.32,42,0,12.39
Linqing,CN,1803367,36.85,115.71,85.15,85.15,56,0,6.06
Delījān,IR,136399,33.99,50.68,80.6,80.6,22,0,1.39
